date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:28:06	16622/16622	---MCZ	200	added ('OK')	text/css	etag:W/%225f23ff43-40ee%22	https://ingridkuhn.com/themes/alphabet/layerslider/css/layerslider.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/layerslider/css/layerslider.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:07%20GMT	https://ingridkuhn.com/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/apple-touch-icon-72x72.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:07	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:08%20GMT	https://www.ingridkuhn.com/apple-touch-icon-72x72.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/apple-touch-icon-72x72.a.delayed	(from https://ingridkuhn.com/themes/alphabet/)
05:28:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:08%20GMT	https://ingridkuhn.com/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/apple-touch-icon-114x114.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:08	16475/16475	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Feb%202022%2004:28:09%20GMT	https://www.ingridkuhn.com/apple-touch-icon-114x114.png	C:/My%20Web%20Sites/Daycare2/www.ingridkuhn.com/apple-touch-icon-114x114.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:08	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225f23feba-47e%22	https://ingridkuhn.com/themes/alphabet/favicon.ico	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/favicon.ico	(from https://ingridkuhn.com/themes/alphabet/)
05:28:08	10971/10971	---MCZ	200	added ('OK')	text/css	etag:W/%225f23ff4a-2adb%22	https://ingridkuhn.com/themes/alphabet/switcher/css/switcher.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/css/switcher.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:09	3990/3990	---MCZ	200	added ('OK')	text/css	etag:W/%225f23fef5-f96%22	https://ingridkuhn.com/themes/alphabet/styles/playground.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/playground.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:09	3991/3991	---MCZ	200	added ('OK')	text/css	etag:W/%225f23fef4-f97%22	https://ingridkuhn.com/themes/alphabet/styles/games.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/games.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:09	3984/3984	---MCZ	200	added ('OK')	text/css	etag:W/%225f23fef4-f90%22	https://ingridkuhn.com/themes/alphabet/styles/childhood.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/childhood.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:09	4059/4059	---MCZ	200	added ('OK')	text/css	etag:W/%225f23fef5-fdb%22	https://ingridkuhn.com/themes/alphabet/styles/school.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/school.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:10	4017/4017	---MCZ	200	added ('OK')	text/css	etag:W/%2260fe7c2f-fb1%22	https://ingridkuhn.com/themes/alphabet/styles/nanny.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/nanny.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:10	4019/4019	---MCZ	200	added ('OK')	text/css	etag:W/%2260fe7c2f-fb3%22	https://ingridkuhn.com/themes/alphabet/styles/toddler.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/styles/toddler.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:10	451/451	---MCZ	200	added ('OK')	text/css	etag:W/%225f23ff49-1c3%22	https://ingridkuhn.com/themes/alphabet/switcher/css/boxed.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/css/boxed.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:10	107/107	---MCZ	200	added ('OK')	text/css	etag:W/%225f23ff49-6b%22	https://ingridkuhn.com/themes/alphabet/switcher/css/full.css	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/css/full.css	(from https://ingridkuhn.com/themes/alphabet/)
05:28:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:11%20GMT	https://ingridkuhn.com/themes/alphabet/playground	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/playground	(from https://ingridkuhn.com/themes/alphabet/)
05:28:11	225/225	---M--	200	added ('OK')	image/png	etag:%225f23ff75-e1%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/playground.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/playground.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:12%20GMT	https://ingridkuhn.com/themes/alphabet/games	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/games	(from https://ingridkuhn.com/themes/alphabet/)
05:28:11	225/225	---M--	200	added ('OK')	image/png	etag:%225f23ff75-e1%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/games.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/games.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:12%20GMT	https://ingridkuhn.com/themes/alphabet/funtime	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/funtime	(from https://ingridkuhn.com/themes/alphabet/)
05:28:12	225/225	---M--	200	added ('OK')	image/png	etag:%225f23ff75-e1%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/funtime.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/funtime.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:13%20GMT	https://ingridkuhn.com/themes/alphabet/school	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/school	(from https://ingridkuhn.com/themes/alphabet/)
05:28:13	230/230	---M--	200	added ('OK')	image/png	etag:%225f23ff75-e6%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/school.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/school.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:13%20GMT	https://ingridkuhn.com/themes/alphabet/childhood	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/childhood	(from https://ingridkuhn.com/themes/alphabet/)
05:28:13	229/229	---M--	200	added ('OK')	image/png	etag:%225f23ff74-e5%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/childhood.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/childhood.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:14%20GMT	https://ingridkuhn.com/themes/alphabet/nanny	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/nanny	(from https://ingridkuhn.com/themes/alphabet/)
05:28:14	1897/1897	---M--	200	added ('OK')	image/png	etag:%2260fe7c55-769%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/nanny.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/nanny.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:15%20GMT	https://ingridkuhn.com/themes/alphabet/toddler	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/toddler	(from https://ingridkuhn.com/themes/alphabet/)
05:28:14	1481/1481	---M--	200	added ('OK')	image/png	etag:%2260fe7c53-5c9%22	https://ingridkuhn.com/themes/alphabet/switcher/images/icons/toddler.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/switcher/images/icons/toddler.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:15%20GMT	https://ingridkuhn.com/themes/alphabet/boxed	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/boxed	(from https://ingridkuhn.com/themes/alphabet/)
05:28:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Feb%202022%2004:28:16%20GMT	https://ingridkuhn.com/themes/alphabet/full	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/full	(from https://ingridkuhn.com/themes/alphabet/)
05:28:15	100270/100270	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7c-187ae%22	https://ingridkuhn.com/themes/alphabet/index.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/index-2.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:16	2469/2469	---M--	200	added ('OK')	image/png	etag:%225f23fedf-9a5%22	https://ingridkuhn.com/themes/alphabet/img/logo.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/logo.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:16	29240/29240	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7e-7238%22	https://ingridkuhn.com/themes/alphabet/blog-home.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/blog-home.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:17	31215/31215	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7d-79ef%22	https://ingridkuhn.com/themes/alphabet/blog-post.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/blog-post.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:17	41053/41053	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7c-a05d%22	https://ingridkuhn.com/themes/alphabet/elements.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/elements.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:17	21017/21017	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7e-5219%22	https://ingridkuhn.com/themes/alphabet/sidebar-page.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/sidebar-page.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:18	17271/17271	---MCZ	200	added ('OK')	text/html	etag:W/%2260fe7d7f-4377%22	https://ingridkuhn.com/themes/alphabet/calendar.html	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/calendar.html	(from https://ingridkuhn.com/themes/alphabet/)
05:28:18	6908/6908	---M--	200	added ('OK')	image/png	etag:%225f23fee9-1afc%22	https://ingridkuhn.com/themes/alphabet/img/sun.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/sun.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:18	109440/109440	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee3-1ab80%22	https://ingridkuhn.com/themes/alphabet/img/slide1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/slide1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:18	2913/2913	---M--	200	added ('OK')	image/png	etag:%225f23fed5-b61%22	https://ingridkuhn.com/themes/alphabet/img/flower.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/flower.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:19	97854/97854	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee4-17e3e%22	https://ingridkuhn.com/themes/alphabet/img/slide2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/slide2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:19	5743/5743	---M--	200	added ('OK')	image/png	etag:%225f23fec7-166f%22	https://ingridkuhn.com/themes/alphabet/img/bee.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/bee.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:19	3804/3804	---M--	200	added ('OK')	image/png	etag:%225f23fee8-edc%22	https://ingridkuhn.com/themes/alphabet/img/star.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/star.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:20	106007/106007	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee5-19e17%22	https://ingridkuhn.com/themes/alphabet/img/slide3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/slide3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:20	147796/147796	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee7-24154%22	https://ingridkuhn.com/themes/alphabet/img/slide4.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/slide4.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:21	103678/103678	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee8-194fe%22	https://ingridkuhn.com/themes/alphabet/img/slide5.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/slide5.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:21	108489/108489	---M--	200	added ('OK')	image/png	etag:%225f23fee2-1a7c9%22	https://ingridkuhn.com/themes/alphabet/img/services.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/services.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:21	70871/70871	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee1-114d7%22	https://ingridkuhn.com/themes/alphabet/img/service1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/service1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:22	65155/65155	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee1-fe83%22	https://ingridkuhn.com/themes/alphabet/img/service2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/service2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:22	52606/52606	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee1-cd7e%22	https://ingridkuhn.com/themes/alphabet/img/service3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/service3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:22	119657/119657	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec2-1d369%22	https://ingridkuhn.com/themes/alphabet/img/about1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/about1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:22	70509/70509	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec1-1136d%22	https://ingridkuhn.com/themes/alphabet/img/about2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/about2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:23	89952/89952	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec3-15f60%22	https://ingridkuhn.com/themes/alphabet/img/about3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/about3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:23	29547/29547	---M--	200	added ('OK')	image/jpeg	etag:%225f23feeb-736b%22	https://ingridkuhn.com/themes/alphabet/img/testimonial1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/testimonial1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:23	29004/29004	---M--	200	added ('OK')	image/jpeg	etag:%225f23feec-714c%22	https://ingridkuhn.com/themes/alphabet/img/testimonial2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/testimonial2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:23	27710/27710	---M--	200	added ('OK')	image/jpeg	etag:%225f23feec-6c3e%22	https://ingridkuhn.com/themes/alphabet/img/testimonial3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/testimonial3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:23	3869/3869	---M--	200	added ('OK')	image/png	etag:%225f23fee0-f1d%22	https://ingridkuhn.com/themes/alphabet/img/parallaxobject1.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/parallaxobject1.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:24	52672/52672	---M--	200	added ('OK')	image/jpeg	etag:%225f23feeb-cdc0%22	https://ingridkuhn.com/themes/alphabet/img/teammain.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/teammain.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:24	47054/47054	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee9-b7ce%22	https://ingridkuhn.com/themes/alphabet/img/team1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:24	31100/31100	---M--	200	added ('OK')	image/jpeg	etag:%225f23fee9-797c%22	https://ingridkuhn.com/themes/alphabet/img/team2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:24	38817/38817	---M--	200	added ('OK')	image/jpeg	etag:%225f23feea-97a1%22	https://ingridkuhn.com/themes/alphabet/img/team3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:24	44025/44025	---M--	200	added ('OK')	image/jpeg	etag:%225f23feea-abf9%22	https://ingridkuhn.com/themes/alphabet/img/team4.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team4.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:25	43970/43970	---M--	200	added ('OK')	image/jpeg	etag:%225f23feea-abc2%22	https://ingridkuhn.com/themes/alphabet/img/team5.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team5.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:25	35389/35389	---M--	200	added ('OK')	image/jpeg	etag:%225f23feeb-8a3d%22	https://ingridkuhn.com/themes/alphabet/img/team6.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/team6.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:25	58341/58341	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec4-e3e5%22	https://ingridkuhn.com/themes/alphabet/img/activity1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/activity1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:26	85625/85625	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec4-14e79%22	https://ingridkuhn.com/themes/alphabet/img/activity2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/activity2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:26	57732/57732	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec5-e184%22	https://ingridkuhn.com/themes/alphabet/img/activity3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/activity3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:26	105279/105279	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec6-19b3f%22	https://ingridkuhn.com/themes/alphabet/img/activity4.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/activity4.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:26	85984/85984	---M--	200	added ('OK')	image/jpeg	etag:%225f23fec7-14fe0%22	https://ingridkuhn.com/themes/alphabet/img/activity5.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/activity5.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:26	8822/8822	---M--	200	added ('OK')	image/png	etag:%225f23fee0-2276%22	https://ingridkuhn.com/themes/alphabet/img/parallaxobject2.png	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/parallaxobject2.png	(from https://ingridkuhn.com/themes/alphabet/)
05:28:27	103535/103535	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed8-1946f%22	https://ingridkuhn.com/themes/alphabet/img/gallery1.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery1.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:27	67137/67137	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed8-10641%22	https://ingridkuhn.com/themes/alphabet/img/gallery2.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery2.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:27	70299/70299	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed9-1129b%22	https://ingridkuhn.com/themes/alphabet/img/gallery3.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery3.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:27	79438/79438	---M--	200	added ('OK')	image/jpeg	etag:%225f23fedb-1364e%22	https://ingridkuhn.com/themes/alphabet/img/gallery4.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery4.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:27	52690/52690	---M--	200	added ('OK')	image/jpeg	etag:%225f23feda-cdd2%22	https://ingridkuhn.com/themes/alphabet/img/gallery5.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery5.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:28	94319/94319	---M--	200	added ('OK')	image/jpeg	etag:%225f23fedb-1706f%22	https://ingridkuhn.com/themes/alphabet/img/gallery6.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery6.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:28	70549/70549	---M--	200	added ('OK')	image/jpeg	etag:%225f23fedc-11395%22	https://ingridkuhn.com/themes/alphabet/img/gallery7.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery7.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:28	105645/105645	---M--	200	added ('OK')	image/jpeg	etag:%225f23fede-19cad%22	https://ingridkuhn.com/themes/alphabet/img/gallery8.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery8.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:29	125050/125050	---M--	200	added ('OK')	image/jpeg	etag:%225f23fedd-1e87a%22	https://ingridkuhn.com/themes/alphabet/img/gallery9.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery9.jpg	(from https://ingridkuhn.com/themes/alphabet/)
05:28:29	91793/91793	---M--	200	added ('OK')	image/jpeg	etag:%225f23fed6-16691%22	https://ingridkuhn.com/themes/alphabet/img/gallery10.jpg	C:/My%20Web%20Sites/Daycare2/ingridkuhn.com/themes/alphabet/img/gallery10.jpg	(from https://ingridkuhn.com/themes/alphabet/)
